unix_time,moisture,temp_c
1789330395,760,29.27
1789330690,779,28.97
1789330985,749,28.76
1789331280,733,29.17
1789331575,759,29.17
1789331870,746,29.79
1789332165,771,29.37
1789332460,733,29.48
1789332755,731,29.48
1789333049,791,28.97
1789333344,760,29.27
1789333639,751,29.37
1789333934,793,29.58
1789334229,780,29.48
1789334523,737,29.58
1789334818,730,29.48
1789335113,777,29.48
1789335408,751,29.69
1789335702,740,29.17
1789335997,729,29.17
1789336291,789,29.58
1789336586,743,29.07
1789336881,745,29.37
1789337175,727,29.27
1789337470,762,29.27
1789337765,744,29.37
1789338060,734,29.27
1789338355,761,29.37
1789338649,749,29.58
1789338944,744,29.27
1789339239,746,29.48
1789339534,783,29.37
1789339829,746,29.27
1789340124,733,29.48
1789340419,739,29.27
1789340715,738,29.17
1789341010,751,29.37
1789341305,760,28.76
1789341600,732,28.76
1789341895,761,29.07
1789342191,756,28.97
1789342486,749,28.97
1789342782,787,29.27
1789343078,761,28.86
1789343373,787,28.97
1789343669,789,29.07
1789343965,743,28.65
1789344261,757,28.97
1789344557,735,28.76
1789344853,751,28.55
1789345150,742,28.76
1789345446,738,28.65
1789345743,734,28.45
1789346039,753,28.45
1789346336,751,28.14
1789346633,731,28.14
1789346930,781,28.45
1789347227,749,28.04
1789347524,733,28.35
1789347822,731,27.73
1789348119,740,28.14
1789348417,766,27.94
1789348714,749,27.83
1789349012,779,27.94
1789349310,754,27.94
1789349608,750,27.52
1789349905,770,28.04
1789350203,768,27.52
1789350501,768,27.21
1789350799,786,27.73
1789351097,794,27.73
1789351395,772,27.73
1789351693,742,27.62
1789351991,789,27.31
1789352289,745,27.11
1789352588,760,27.31
1789352886,750,27.31
1789353184,760,27.11
1789353483,731,27.73
1789353781,730,27.52
1789354080,732,27.62
1789354378,772,27.11
1789354677,755,27.00
1789354976,781,27.31
1789355274,738,26.90
1789355573,772,27.00
1789355872,738,27.11
1789356171,738,27.11
1789356470,728,27.21
1789356769,751,26.90
1789357068,743,27.11
1789357367,730,27.11
1789357667,730,27.11
1789357966,750,27.00
1789358265,741,26.59
1789358565,778,26.90
1789358864,742,26.70
1789359164,746,26.90
1789359463,731,26.70
1789359763,743,26.59
1789360063,739,26.49
1789360363,738,26.28
1789360663,742,26.49
1789360963,743,26.70
1789361263,731,26.70
1789361563,766,26.70
1789361863,785,26.38
1789362163,772,26.38
1789362463,766,26.38
1789362763,732,26.38
1789363063,737,26.17
1789363364,740,26.49
1789363664,756,25.98
1789363965,735,26.08
1789364265,740,25.77
1789364566,763,26.28
1789364866,730,26.38
1789365167,731,25.98
1789365468,772,26.17
1789365768,733,25.56
1789366069,744,25.77
1789366370,787,25.46
1789366671,773,25.87
1789366972,743,26.08
1789367273,733,25.77
1789367575,749,25.56
1789367876,732,25.35
1789368177,761,25.46
1789368478,754,25.46
1789368780,759,25.15
1789369081,749,25.15
1789369383,782,25.15
1789369685,749,25.56
1789369987,743,25.35
1789370288,737,25.15
1789370590,777,25.04
1789370892,729,25.35
1789371194,763,25.04
1789371496,789,25.25
1789371799,727,25.35
1789372101,742,24.84
1789372403,726,25.04
1789372706,758,24.63
1789373008,739,25.15
1789373311,755,24.63
1789373613,741,24.94
1789373916,738,25.35
1789374219,788,25.15
1789374522,741,24.84
1789374825,744,24.84
1789375128,789,24.84
1789375431,740,24.53
1789375734,739,24.63
1789376038,777,24.42
1789376341,726,24.63
1789376645,745,24.42
1789376948,779,24.63
1789377252,757,24.42
1789377555,733,24.42
1789377859,788,24.22
1789378163,762,24.53
1789378467,756,24.53
1789378771,772,24.32
1789379075,729,24.22
1789379379,778,24.01
1789379683,784,24.32
1789379987,789,24.11
1789380291,775,24.42
1789380596,729,24.11
1789380900,730,23.91
1789381205,752,24.11
1789381509,746,23.81
1789381814,727,24.11
1789382118,774,23.81
1789382422,746,24.22
1789382726,746,24.11
1789383030,791,24.53
1789383334,727,24.42
1789383638,747,24.22
1789383942,759,24.11
1789384246,739,24.22
1789384550,748,23.91
1789384853,744,24.53
1789385157,759,24.11
1789385461,739,24.32
1789385764,730,24.42
1789386068,787,24.11
1789386372,727,24.42
1789386675,776,24.32
1789387276,764,24.42
1789387576,728,24.01
1789387876,748,23.70
1789388177,727,23.70
1789388478,746,23.70
1789388778,786,23.91
1789389079,744,23.70
1789389380,728,23.60
1789389682,762,23.60
1789389983,781,23.60
1789390285,725,23.81
1789390586,786,23.50
1789390888,731,23.70
1789391190,744,23.50
1789391492,726,23.29
1789391794,769,23.29
1789392096,760,23.60
1789392398,729,23.18
1789392700,735,23.29
1789393002,734,23.40
1789393304,727,23.60
1789393606,748,23.08
1789393908,731,23.18
1789394210,730,23.18
1789394513,741,23.08
1789394815,745,23.18
1789395117,924,23.60
1789395419,895,23.60
1789395721,941,23.70
1789396022,915,23.50
1789396324,903,23.60
1789396625,960,23.50
1789396926,892,23.29
1789397228,930,23.50
1789397529,946,23.29
1789397830,913,23.40
1789398131,932,23.18
1789398432,896,23.50
1789398734,909,23.60
1789399035,967,23.29
1789399336,898,23.40
1789399637,906,23.40
1789399938,938,23.18
1789400239,900,23.08
1789400540,913,23.29
1789400840,917,22.98
1789401141,921,23.08
1789401442,914,23.08
1789401743,907,23.18
1789402044,969,23.29
1789402345,960,23.50
1789402646,958,22.98
1789402946,962,23.40
1789403247,953,23.08
1789403548,960,23.18
1789403848,917,23.18
1789404149,915,23.18
1789404449,935,22.78
1789404750,921,23.18
1789405051,920,22.78
1789405351,941,22.98
1789405652,921,22.88
1789405953,941,22.78
1789406253,922,22.88
1789406554,939,22.78
1789406854,915,22.78
1789407155,920,22.67
1789407455,930,23.18
1789407755,889,23.18
1789408056,900,23.18
1789408356,924,23.18
1789408656,948,23.40
1789408955,897,23.50
1789409255,933,23.40
1789409554,924,23.60
1789409853,919,23.60
1789410152,881,23.40
1789410450,898,23.70
1789410749,895,23.29
1789411047,949,24.01
1789411345,883,23.91
1789411644,887,23.91
1789411942,887,23.81
1789412240,916,23.81
1789412538,918,23.81
1789412836,876,24.01
1789413133,896,24.11
1789413431,900,24.11
1789413729,867,23.91
1789414026,862,24.32
1789414324,848,24.32
1789414621,846,24.22
1789414919,821,24.32
1789415216,803,24.63
1789415513,824,24.11
1789415810,773,24.42
1789416108,776,24.32
1789416405,824,24.22
1789416702,771,24.42
1789417000,821,24.42
1789417297,768,24.22
1789417594,768,24.32
1789417891,794,24.63
1789418187,781,24.32
1789418484,764,24.74
1789418781,783,24.53
1789419077,778,24.22
1789419374,801,24.63
1789419670,761,24.84
1789419966,771,24.63
1789420263,779,24.74
1789420559,818,25.04
1789420855,751,24.94
1789421151,806,25.25
1789421447,771,24.94
1789421743,784,24.94
1789422039,808,25.04
1789422335,754,24.74
1789422630,808,24.94
1789422926,789,25.04
1789423222,779,24.94
1789423518,750,24.84
1789423813,770,25.04
1789424109,750,25.15
1789424405,805,25.04
1789424701,764,24.94
1789424997,771,25.04
1789425293,755,25.15
1789425589,799,24.84
1789425885,751,24.74
1789426181,772,25.04
1789426477,770,25.04
1789426773,753,25.04
1789427069,820,24.84
1789427365,816,25.25
1789427661,766,25.04
1789427957,813,25.15
1789428253,752,25.04
1789428550,756,24.84
1789428846,764,25.04
1789429142,794,25.15
1789429439,784,24.94
1789429735,792,24.94
1789430032,761,24.63
1789430328,809,24.84
1789430624,773,25.04
1789430921,782,24.74
1789431217,764,24.94
1789431514,770,24.74
1789431811,782,24.63
1789432107,782,24.94
1789432404,765,24.53
1789432701,749,24.42
1789432998,806,24.74
1789433295,766,24.63
1789433592,807,24.53
1789433889,780,24.63
1789434186,784,24.84
1789434483,753,24.22
1789434780,768,24.74
1789435077,816,24.53
1789435374,755,24.74
1789435672,765,24.53
1789435969,750,24.63
1789436266,773,24.74
1789436564,757,24.63
1789436862,764,24.11
1789437159,748,24.32
1789437457,750,24.32
1789437754,770,24.42
1789438052,783,24.32
1789438350,768,24.22
1789438648,751,24.42
1789438946,766,24.32
1789439244,762,24.11
1789439542,805,24.22
1789439840,761,24.22
1789440138,757,24.22
1789440436,746,24.11
1789440734,804,24.01
1789441032,795,23.91
1789441330,771,24.32
1789441628,763,24.22
1789441926,781,24.32
1789442224,755,24.32
1789442523,762,24.11
1789442821,805,24.01
1789443119,797,23.91
1789443418,741,24.11
1789443716,766,23.91
1789444015,804,23.91
1789444313,759,24.11
1789444612,802,24.42
1789444911,744,23.70
1789445210,750,24.11
1789445508,770,24.11
1789445807,763,23.91
1789446106,767,23.60
1789446405,799,23.40
1789446704,758,23.70
1789447003,769,23.40
1789447302,806,23.60
1789447601,746,23.70
1789447900,780,23.29
1789448199,762,23.40
1789448498,748,23.60
1789448798,763,23.50
1789449097,756,23.29
1789449396,761,23.29
1789449696,773,23.50
1789449996,749,23.18
1789450295,758,23.40
1789450595,761,23.29
1789450895,746,23.29
1789451195,764,23.18
1789451494,757,23.08
1789451794,772,23.18
1789452094,768,23.40
1789452394,745,22.98
1789452694,746,23.18
1789452994,771,23.50
1789453294,751,22.98
1789453595,750,22.98
1789453895,762,23.29
1789454195,766,23.29
1789454496,758,23.18
1789454796,787,22.98
1789455097,783,23.18
1789455397,758,23.08
1789455698,743,23.29
1789455998,809,22.78
1789456299,805,22.88
1789456600,762,23.08
1789456900,781,23.08
1789457201,765,22.88
1789457502,768,23.08
1789457803,744,23.08
1789458104,756,22.78
1789458405,758,22.78
1789458705,791,22.78
1789459006,762,23.08
1789459307,810,22.57
1789459608,746,22.67
1789459909,813,22.78
1789460210,771,23.18
1789460512,770,22.57
1789460813,771,22.88
1789461114,749,22.88
1789461415,802,22.36
1789461716,789,22.78
1789462018,749,22.98
1789462319,784,22.78
1789462620,752,22.67
1789462922,760,22.67
1789463223,772,22.26
1789463525,761,22.57
1789463827,813,22.57
1789464128,767,22.78
1789464430,775,22.67
1789464731,768,22.36
1789465033,795,22.26
1789465335,810,22.46
1789465637,741,22.67
1789465938,758,22.36
1789466240,746,22.57
1789466542,762,22.36
1789466844,786,22.36
1789467146,766,22.57
1789467448,743,22.57
1789467750,753,22.36
1789468052,768,22.57
1789468354,768,22.36
1789468656,788,23.60
1789468958,758,21.85
1789469259,746,22.05
1789469561,770,22.67
1789469862,753,22.57
1789470163,761,23.08
1789470464,807,22.67
1789470765,753,22.67
1789471066,776,23.08
1789471366,769,22.78
1789471667,773,22.57
1789471968,746,22.67
1789472268,747,22.88
1789472569,785,22.98
1789472869,744,22.67
1789473170,752,23.08
1789473693,758,22.88
1789473993,812,23.08
1789474293,755,22.78
1789474594,808,22.78
1789474895,800,22.78
1789475195,743,22.46
1789475496,765,22.78
1789475797,749,22.57
1789476098,808,22.67
1789476399,748,22.46
1789476701,758,22.46
1789477002,753,22.78
1789477303,757,22.57
1789477605,759,22.98
1789477906,767,22.46
1789478207,768,22.46
1789478509,793,22.98
1789478810,744,22.78
1789479111,768,22.78
1789479412,783,22.88
1789479713,766,22.78
1789480013,746,22.88
1789480314,781,22.88
1789480614,759,23.08
1789480914,765,22.78
1789481214,757,23.29
1789481514,755,23.08
1789481814,753,22.98
1789482114,755,23.40
1789482414,760,23.29
1789482714,754,23.40
1789483014,746,23.29
1789483313,767,23.60
1789483613,758,23.29
1789483912,771,23.40
1789484211,756,23.60
1789484511,756,23.70
1789484810,794,23.18
1789485109,758,23.81
1789485408,758,23.81
1789485707,751,24.22
1789486006,749,23.91
1789486304,743,23.50
1789486604,784,23.70
1789486903,759,23.91
1789487202,754,23.91
1789487502,753,23.91
1789487801,744,23.60
1789488100,790,23.81
1789488399,760,23.81
1789488698,789,23.91
1789488997,762,24.11
1789489296,744,24.01
1789489594,742,23.70
1789489893,761,24.01
1789490191,782,24.32
1789490489,755,24.32
1789490787,794,24.42
1789491085,750,24.84
1789491382,775,24.63
1789491680,761,24.42
1789491977,742,24.84
1789492274,761,24.74
1789492571,776,25.25
1789492868,805,25.04
1789493164,785,25.04
1789493460,744,25.04
1789493757,743,25.15
1789494053,769,25.35
1789494349,768,25.46
1789494644,770,25.66
1789494940,745,25.66
1789495235,764,25.77
1789495531,757,25.66
1789495826,757,25.98
1789496121,776,25.87
1789496415,780,26.70
1789496710,774,26.38
1789497005,770,26.38
1789497299,792,26.70
1789497593,814,26.59
1789497887,762,26.59
1789498181,753,26.70
1789498475,753,26.90
1789498768,766,27.00
1789499062,755,27.11
1789499355,785,27.00
1789499648,778,27.62
1789499941,759,27.52
1789500234,758,27.41
1789500526,782,27.73
1789500819,737,27.73
1789501111,756,27.52
1789501403,742,27.73
1789501695,759,27.83
1789501986,758,28.04
1789502278,756,27.73
1789502569,803,27.94
1789502861,739,27.21
1789503153,804,26.70
1789503445,766,26.80
1789503738,774,26.08
1789504031,768,26.49
1789504324,761,25.87
1789504617,807,25.66
1789504911,758,25.35
1789505205,763,25.56
1789505499,743,25.98
1789505792,772,25.35
1789506087,798,25.25
1789506381,758,25.04
1789506675,754,25.15
1789506970,798,25.15
1789507265,741,24.53
1789507560,798,24.94
1789507854,785,24.84
1789508149,759,24.94
1789508444,766,24.63
1789508740,745,24.84
1789509035,777,24.53
1789509329,753,24.94
1789509624,746,25.46
1789509918,742,25.66
1789510211,789,25.87
1789510504,758,26.49
1789510797,789,26.59
1789511090,740,26.59
1789511382,754,26.90
1789511674,769,27.00
1789511966,749,27.21
1789512257,795,27.21
1789512549,791,27.62
1789512840,748,27.73
1789513131,761,27.83
1789513422,813,27.83
1789513713,754,27.83
1789514004,803,27.73
1789514294,743,28.04
1789514585,745,28.04
1789514876,803,28.04
1789515166,742,27.73
1789515457,802,27.83
1789515747,752,27.83
1789516038,753,28.04
1789516328,766,28.35
1789516618,795,28.04
1789516909,758,28.35
1789517199,744,28.35
1789517489,753,28.24
1789517779,738,28.24
1789518070,746,28.24
1789518360,763,28.45
1789518650,741,28.35
1789518940,802,28.14
1789519230,750,28.45
1789519520,747,28.55
1789519811,745,28.55
1789520101,760,28.14
1789520391,757,28.35
1789520681,772,28.35
1789520972,755,28.35
1789521262,758,28.14
1789521552,758,28.35
1789521842,739,28.45
1789522133,740,28.35
1789522423,756,28.24
1789522714,742,28.45
1789523004,802,28.04
1789523295,751,28.45
1789523585,804,28.35
1789523876,752,27.94
1789524167,761,27.83
1789524458,755,27.94
1789524749,805,27.94
1789525040,757,28.24
1789525392,743,27.73
1789525847,761,27.83
1789526303,765,27.52
1789526759,800,28.04
1789527216,753,27.73
1789527672,750,27.94
1789528129,766,27.73
1789528585,769,27.73
1789529042,802,27.73
1789529499,797,27.62
1789529956,783,27.52
1789530413,768,27.94
1789530870,809,27.41
1789531327,748,27.41
1789531784,758,27.21
1789532241,746,27.00
1789532699,743,27.73
1789533156,770,27.41
1789533614,765,27.41
1789534071,758,27.62
1789534529,755,27.73
1789534986,773,27.73
1789535444,759,27.11
1789535902,800,27.41
1789536360,763,27.31
1789536818,742,27.31
1789537276,742,27.62
1789537735,761,27.21
1789538193,780,27.31
1789538651,777,27.41
1789539110,760,27.11
1789539568,808,27.41
1789540027,782,27.21
1789540486,754,27.52
1789540945,745,27.21
1789541404,756,27.11
1789541863,763,27.31
1789542322,793,27.00
1789542782,815,27.11
1789543241,747,27.21
1789543701,749,27.11
1789544160,760,27.21
1789544620,810,27.00
1789545080,756,27.31
1789545539,808,27.00
1789545999,762,27.00
1789546459,739,27.00
1789546919,750,27.00
1789547379,778,27.11
1789547839,794,27.11
1789548299,771,27.41
1789548759,757,26.80
1789549220,762,27.21
1789549680,770,27.31
1789550140,749,26.90
1789550601,772,27.11
1789551061,749,27.00
1789551521,758,27.11
1789551982,818,26.90
1789552443,769,27.21
1789552903,757,26.80
1789553364,795,27.11
1789553824,764,27.00
1789554285,757,27.11
1789554746,738,27.11
1789555207,808,27.11
1789555667,808,27.41
1789556127,744,27.41
1789556587,761,27.21
1789557047,739,27.31
1789557507,802,27.41
1789557966,784,27.83
1789558425,742,27.94
1789558884,815,27.94
1789559343,776,27.83
1789559803,766,27.73
1789560262,766,27.62
1789560722,757,27.62
1789561182,809,27.62
1789561642,744,27.31
1789562102,771,27.62
1789562562,740,28.04
1789563022,763,27.41
1789563482,765,28.14
1789563942,806,27.52
1789564401,764,27.94
1789564861,739,27.83
1789565320,746,28.35
1789565780,756,27.94
1789566239,743,27.83
1789566698,777,27.94
1789567157,758,28.24
1789567616,817,28.14
1789568075,737,28.35
1789568534,809,28.24
1789568993,746,28.04
1789569452,774,28.04
1789569911,744,28.14
1789570371,820,27.83
1789570830,756,27.94
1789571290,800,27.94
1789571750,760,27.52
1789572209,766,28.04
1789572669,788,27.83
1789573129,737,27.94
1789573588,742,28.14
1789574048,807,27.94
1789574508,804,27.62
1789574968,777,27.52
1789575428,763,27.41
1789575888,737,27.62
1789576349,754,27.83
1789576809,736,27.62
1789577269,802,27.94
1789577729,752,27.41
1789578191,766,27.11
1789578653,807,26.28
1789579117,760,25.46
1789579583,750,25.15
1789580050,773,24.84
1789580518,747,24.53
1789580986,737,24.01
1789581456,770,24.01
1789581926,773,23.60
1789582396,790,23.60
1789582867,735,23.50
1789583338,754,23.29
1789583809,740,23.29
1789584281,751,23.08
1789584753,742,23.29
1789585225,788,23.08
1789585698,755,22.46
1789586171,748,22.78
1789586644,729,22.88
1789587117,794,22.67
1789587590,767,22.78
1789588063,743,22.88
1789588537,758,22.67
1789589010,751,22.67
1789589484,726,22.88
1789589957,737,22.46
1789590430,742,23.08
1789590902,733,23.81
1789591372,726,24.63
1789591840,749,25.25
1789592307,743,25.56
1789592773,780,25.98
1789593238,747,26.59
1789593702,747,27.11
1789594165,751,27.21
1789594627,745,27.11
1789595088,781,27.73
1789595550,763,27.83
1789596010,754,27.73
1789596471,733,27.94
1789596931,799,27.83
1789597391,765,28.14
1789597850,799,28.35
1789598309,737,28.14
1789598768,781,28.45
1789599227,746,28.14
1789599686,755,28.45
1789600144,731,28.45
1789600602,787,28.65
1789601060,746,28.55
1789601519,760,28.55
1789601977,747,29.07
1789602435,734,28.97
1789602893,747,28.76
1789603350,760,28.76
1789603808,804,28.65
1789604266,759,28.97
1789604724,750,28.86
1789605182,776,29.17
1789605640,755,28.65
1789606098,730,28.65
1789606556,774,28.76
1789607014,736,28.35
1789607473,777,28.55
1789607931,783,28.24
1789608389,736,28.35
1789608848,794,28.65
1789609306,798,28.35
1789609764,754,28.65
1789610222,769,28.55
1789610680,730,28.24
1789611139,738,28.76
1789611597,786,28.65
1789612055,745,28.76
1789612514,742,28.45
1789612973,743,28.55
1789613431,754,29.07
1789613890,747,28.35
1789614348,742,28.45
1789614807,745,28.35
1789615266,745,28.35
1789615725,757,28.55
1789616183,753,28.35
1789616642,748,28.45
1789617101,745,28.35
1789617560,798,28.35
1789618020,758,28.14
1789618479,768,28.45
1789618938,732,28.24
1789619398,754,28.45
1789619857,754,28.65
1789620316,762,28.14
1789620775,735,28.45
1789621235,738,28.14
1789621694,756,28.45
1789622154,767,28.45
1789622613,794,28.24
1789623073,745,28.45
1789623532,746,28.55
1789623992,785,28.14
1789624451,737,28.14
1789624911,739,28.14
1789625371,769,28.14
1789625831,797,28.24
1789626290,760,28.04
1789626750,800,28.14
1789627210,795,28.14
1789627670,779,28.04
1789628130,759,28.24
1789628590,747,28.14
1789629050,733,28.14
1789629510,745,27.94
1789629970,755,28.14
1789630430,795,27.83
1789630890,738,28.14
1789631350,744,28.35
1789631810,744,28.04
1789632270,761,28.35
1789632730,731,28.35
1789633190,751,27.83
1789633650,759,28.35
1789634110,732,28.04
1789634570,746,27.94
1789635031,756,27.73
1789635491,748,28.24
1789635951,809,28.24
1789636411,763,28.24
1789636872,734,27.73
1789637332,736,28.24
1789637793,741,28.14
1789638253,761,27.73
1789638714,734,27.52
1789639174,748,27.94
1789639635,757,27.73
1789640095,761,27.83
1789640556,762,27.62
1789641016,782,28.04
1789641477,731,28.04
1789641938,747,27.83
1789642398,763,28.24
1789642858,793,28.24
1789643318,752,28.04
1789643778,757,28.04
1789644237,724,28.24
1789644696,802,28.35
1789645156,756,28.55
1789645615,747,28.04
1789646075,749,27.94
1789646534,760,27.73
1789646994,724,27.62
1789647455,767,27.83
1789647915,805,27.83
1789648376,808,27.83
1789648837,750,27.62
1789649297,766,27.73
1789649759,766,27.52
1789650220,742,27.83
1789650681,755,27.31
1789651143,732,27.52
1789651604,733,27.21
1789652066,731,27.62
1789652528,769,27.21
1789652990,803,27.62
1789653451,771,27.52
1789653913,784,27.62
1789654375,731,27.31
1789654837,735,27.11
1789655299,732,27.31
1789655761,756,27.52
1789656223,792,27.41
1789656685,784,27.31
1789657146,791,27.73
1789657608,797,27.41
1789658070,731,27.73
1789658531,752,27.52
1789658993,745,27.62
1789659455,754,27.73
1789659916,753,27.83
1789660377,725,28.04
1789660839,759,27.62
1789661300,745,27.31
1789661762,746,27.62
1789662223,739,27.62
1789662685,800,27.31
1789663147,803,27.83
1789663609,787,27.41
1789664070,748,27.52
1789664532,740,27.41
1789664994,794,27.52
1789665456,730,27.41
1789665917,743,27.41
1789666379,742,27.52
1789666841,735,27.11
1789667303,728,27.52
1789667765,756,27.52
1789668227,723,27.31
1789668688,736,27.62
1789669150,731,27.41
1789669612,793,27.31
1789670074,755,27.41
1789670536,740,27.62
1789670997,733,27.52
1789671459,742,27.21
1789671921,753,27.62
1789672382,765,27.52
1789672844,746,26.80
1789673308,728,25.87
1789673773,741,25.25
1789674240,743,25.25
1789674707,755,24.94
1789675175,792,24.63
1789675643,740,24.74
1789676110,765,25.77
1789676576,727,26.49
1789677040,726,27.31
1789677503,751,27.11
1789677966,751,27.41
1789678428,785,27.41
1789678889,732,28.04
1789679350,738,28.04
1789679810,714,28.35
1789680270,786,28.65
1789680729,754,27.62
1789682325,726,26.59
1789682622,730,26.28
1789682919,725,25.87
1789683216,738,25.56
1789683514,781,25.66
1789683811,737,25.56
1789684110,742,25.25
1789684408,729,24.94
1789684707,744,25.04
1789685006,751,25.04
1789685305,731,24.63
1789685605,735,24.42
1789685904,727,24.53
1789686203,732,24.84
1789686503,896,24.63
1789686802,821,24.74
1789687102,817,24.11
1789687402,785,24.32
1789687702,779,23.91
1789688003,780,23.60
1789688304,749,23.40
1789688605,763,23.60
1789688906,809,23.29
1789689207,764,22.88
1789689509,762,23.08
1789689810,809,23.29
1789690110,774,23.91
1789690410,800,23.81
1789690710,763,23.91
1789691008,769,24.22
1789691307,797,24.32
1789691606,752,24.22
1789691904,774,24.53
1789692202,798,24.42
1789692501,782,24.32
1789692799,799,24.63
1789693097,772,24.42
1789693394,761,24.42
1789693692,739,24.32
1789693990,747,24.22
1789694288,792,24.32
1789694586,773,24.63
1789694883,785,24.42
1789695181,742,24.42
1789695478,764,24.42
1789695776,759,24.53
1789696073,762,24.74
1789696371,800,24.84
1789696668,742,24.74
1789696965,754,24.84
1789697263,787,24.63
1789697560,796,24.84
1789697857,750,24.74
1789698154,745,24.94
1789698451,799,24.42
1789698748,806,24.53
1789699045,786,24.84
1789699342,750,25.25
1789699639,742,24.94
1789699936,743,24.84
1789700232,755,24.94
1789700529,750,24.94
1789700826,765,25.25
1789701123,791,25.04
1789701419,770,24.74
1789701716,755,24.74
1789702012,744,25.15
1789702309,801,24.63
1789702606,804,24.74
1789702902,758,24.84
1789703199,755,25.04
1789703495,805,24.74
1789703792,745,25.04
1789704088,770,24.84
1789704385,767,25.35
1789704681,809,25.04
1789704978,763,24.74
1789705274,762,24.94
1789705571,765,25.56
1789705867,759,25.46
1789706164,794,25.25
1789706460,779,25.04
1789706757,743,25.25
1789707053,785,25.04
1789707350,772,25.15
1789707647,758,24.84
1789707943,741,25.04
1789708240,792,25.04
1789708537,750,24.94
1789708834,770,25.25
1789709130,796,24.74
1789709427,759,25.15
1789709723,749,25.25
1789710020,746,25.15
1789710316,760,24.84
1789710613,743,25.04
1789710910,746,25.04
1789711207,770,25.35
1789711503,757,25.04
1789711800,758,25.04
1789712097,747,25.15
1789712393,757,25.46
1789712690,799,25.25
1789712987,746,25.25
1789713283,744,25.15
1789713580,757,25.35
1789713876,804,24.94
1789714173,779,25.25
1789714470,749,25.15
1789714766,765,25.35
1789715063,778,25.35
1789715359,811,25.15
1789715655,757,25.04
1789715952,762,24.63
1789716249,807,25.15
1789716545,764,25.35
1789716842,749,25.56
1789717138,746,24.94
1789717435,804,25.25
1789717731,745,25.25
1789718028,757,25.04
1789718325,755,24.94
1789718621,759,25.15
1789718918,750,25.25
1789719215,762,25.46
1789719511,790,25.25
1789719808,795,24.94
1789720105,778,24.94
1789720402,743,25.15
1789720698,769,25.15
1789720995,781,25.35
1789721292,745,25.25
1789721589,813,25.15
1789721885,748,25.15
1789722182,767,25.25
1789722478,780,25.04
1789722775,763,25.15
1789723072,789,25.25
1789723368,741,25.15
1789723665,747,25.15
1789723962,753,25.04
1789724259,750,25.25
1789724556,747,24.94
1789724852,820,25.25
1789725149,772,25.04
1789725446,753,25.25
1789725743,810,25.25
1789726040,751,25.25
1789726336,753,24.84
1789726633,783,24.94
1789726930,791,25.15
1789727227,768,25.15
1789727524,767,24.94
1789727820,780,25.15
1789728117,745,25.46
1789728413,749,25.04
1789728710,750,25.25
1789729006,767,25.25
1789729302,815,25.35
1789729598,751,25.15
1789729894,808,25.35
1789730190,792,25.46
1789730486,760,24.94
1789730783,761,25.46
1789731079,805,25.15
1789731375,767,25.56
1789731671,745,25.98
1789731968,758,25.56
1789732264,794,25.46
1789732560,765,25.25
1789732857,741,25.35
1789733153,782,25.35
1789733449,759,25.25
1789733746,808,25.04
1789734043,813,25.04
1789734339,777,25.15
1789734636,777,25.15
1789734933,745,25.15
1789735230,759,25.25
1789735527,782,25.35
1789735824,743,25.46
1789736121,747,25.25
1789736418,787,25.25
1789736715,807,24.74
1789737012,816,24.74
1789737310,794,24.84
1789737607,775,24.74
1789737904,740,24.74
1789738202,755,24.84
1789738499,777,25.04
1789738796,759,24.84
1789739094,801,24.84
1789739391,759,24.84
1789739689,810,24.53
1789739986,784,24.74
1789740284,741,24.84
1789740582,763,24.42
1789740879,751,24.53
1789741177,764,24.74
1789741475,756,24.84
1789741772,750,24.63
1789742070,748,24.84
1789742367,819,24.84
1789742665,779,24.74
1789742962,742,24.74
1789743260,783,24.94
1789743558,762,24.84
1789744421,773,24.22
1789744935,774,24.84
1789745235,771,25.15
1789745411,757,24.74
1789745708,789,25.04
1789746006,784,25.04
1789746303,754,24.94
1789746600,765,24.94
1789746897,756,25.46
1789747194,761,25.25
1789747491,741,25.25
1789747788,764,25.15
1789748085,746,25.35
1789748382,741,25.25
1789748679,752,25.15
1789748976,758,25.46
1789749272,754,25.04
1789749569,755,25.66
1789749866,779,25.35
1789750162,754,25.77
1789750459,745,25.66
1789750756,746,25.46
1789751052,775,25.66
1789751348,798,25.87
1789751644,756,25.56
1789751940,756,26.08
1789752236,756,25.98
1789752532,743,25.66
1789752828,757,26.28
1789753123,747,25.98
1789753419,764,26.08
1789753715,790,26.17
1789754011,792,25.98
1789754306,744,26.38
1789754601,786,26.38
1789754897,772,26.08
1789755192,763,26.59
1789755487,748,26.49
1789755782,752,26.70
1789756077,807,26.70
1789756372,808,26.59
1789756667,764,26.28
1789756962,783,26.59
1789757257,743,26.70
1789757552,790,26.59
1789757847,784,26.49
1789758142,760,26.80
1789758437,770,26.38
1789758732,759,26.49
1789759026,820,26.90
1789759321,757,26.59
1789759615,755,26.80
1789759910,800,26.90
1789760204,746,26.90
1789760499,746,26.80
1789760793,778,26.90
1789761087,765,27.11
1789761381,772,26.49
1789761676,755,26.90
1789761970,804,26.80
1789762264,811,26.80
1789762557,808,26.59
1789762851,745,26.80
1789763145,792,27.31
1789763439,756,26.90
1789763733,765,27.11
1789764027,744,27.00
1789764321,750,27.41
1789764614,766,28.04
1789764908,779,26.90
1789765202,792,27.00
1789765495,775,27.00
1789765789,763,27.21
1789766082,791,27.41
