unix_time,moisture,temp_c
1788948335,712,26.08
1788948632,690,25.98
1788948929,739,25.66
1788949225,712,25.46
1788949522,700,25.66
1788949819,713,26.38
1788950116,727,25.77
1788950413,719,25.77
1788950710,699,25.56
1788951007,715,25.77
1788951304,757,25.87
1788951601,749,25.87
1788951898,757,25.46
1788952195,714,25.77
1788952492,749,26.17
1788952789,699,26.08
1788953085,715,26.28
1788953382,717,26.59
1788953678,705,26.08
1788953974,747,26.08
1788955185,745,26.08
1788955486,763,26.17
1788955786,705,26.08
1788956086,696,26.08
1788956387,750,26.17
1788956687,713,26.28
1788956987,751,26.28
1788957288,723,25.87
1788957589,705,26.17
1788957889,741,26.17
1788958190,763,25.87
1788958490,709,26.17
1788958791,704,26.28
1788959091,708,25.98
1788959391,703,26.28
1788959691,714,26.90
1788959991,706,26.59
1788960291,762,26.38
1788960591,767,26.38
1788960891,751,26.49
1788961191,759,26.49
1788961491,762,26.49
1788961791,718,26.70
1788962091,701,26.90
1788962391,705,26.59
1788962691,707,26.49
1788962991,722,26.59
1788963291,707,26.49
1788963590,755,26.59
1788963890,718,26.80
1788964189,758,27.11
1788964488,718,26.90
1788964787,768,27.00
1788965086,757,27.00
1788965385,758,26.80
1788965684,750,27.00
1788965983,722,27.21
1788966282,722,27.11
1788966581,713,27.62
1788966880,708,27.21
1788967178,747,27.11
1788967477,744,27.41
1788967775,720,27.31
1788968074,700,27.11
1788968372,716,27.31
1788968671,702,27.73
1788968969,706,27.41
1788969268,725,27.11
1788969567,733,27.52
1788969865,704,27.52
1788970164,716,27.21
1788970463,696,27.52
1788970762,719,27.21
1788971060,730,27.52
1788971359,699,27.41
1788971658,715,27.11
1788971957,706,27.73
1788972255,757,27.31
1788972554,753,27.41
1788972852,706,27.73
1788973150,700,27.73
1788973449,706,27.73
1788973747,755,27.94
1788974045,727,27.52
1788974343,740,27.73
1788974641,761,27.73
1788974939,726,27.94
1788975237,752,27.94
1788975535,758,27.52
1788975833,750,26.70
1788976133,731,26.28
1788976432,720,25.77
1788976732,726,25.77
1788977033,751,25.35
1788977334,724,25.04
1788977635,734,24.94
1788977937,706,24.63
1788978239,715,24.84
1788978541,716,24.63
1788978844,747,24.63
1788979146,706,24.32
1788979449,704,24.11
1788979751,702,24.11
1788980054,708,24.32
1788980357,702,24.32
1788980660,705,24.11
1788980963,734,24.22
1788981267,728,23.91
1788981570,715,23.60
1788981874,748,24.32
1788982178,743,23.91
1788982482,701,23.91
1788982786,705,23.91
1788983090,733,23.50
1788983394,729,23.70
1788983699,723,23.60
1788984003,730,23.29
1788984308,720,23.08
1788984612,720,23.29
1788984917,693,23.50
1788985220,714,24.32
1788985524,699,24.94
1788985826,739,25.25
1788986128,710,26.08
1788986429,746,26.28
1788986730,710,25.98
1788987031,697,26.59
1788987330,725,26.70
1788987630,715,27.00
1788987929,695,26.90
1788988228,714,27.52
1788988527,720,27.41
1788988826,715,27.62
1788989124,708,27.62
1788989422,703,28.04
1788989720,705,27.62
1788990018,750,28.04
1788990315,735,28.14
1788990613,707,27.94
1788990910,724,28.14
1788991207,703,28.35
1788991504,717,28.14
1788991802,707,28.24
1788992099,715,28.24
1788992396,721,28.04
1788992693,717,28.35
1788992991,717,28.24
1788993288,706,28.14
1788993585,695,28.04
1788993882,701,28.45
1788994179,736,28.35
1788994475,716,28.24
1788994772,714,28.04
1788995069,725,28.35
1788995366,700,28.45
1788995663,713,28.24
1788995960,701,28.14
1788996257,720,28.24
1788996554,750,28.35
1788996850,699,28.35
1788997147,743,28.14
1788997444,713,28.35
1788997741,721,28.24
1788998038,728,28.24
1788998334,748,28.24
1788998631,713,28.24
1788998928,701,28.14
1788999225,740,28.24
1788999522,702,28.14
1788999818,747,28.14
1789000115,728,28.14
1789000412,716,28.65
1789000709,700,28.45
1789001006,714,28.24
1789001302,715,28.35
1789001599,731,28.45
1789001896,723,28.14
1789002193,723,28.04
1789002490,748,28.24
1789002787,723,27.94
1789003084,709,27.73
1789003381,712,27.94
1789003679,704,28.04
1789003976,748,28.04
1789004273,743,27.94
1789004571,701,27.94
1789004868,701,27.94
1789005166,695,27.73
1789005463,758,28.04
1789005761,736,27.94
1789006058,700,28.04
1789006356,701,28.24
1789006654,719,27.62
1789006951,699,27.73
1789007249,750,27.73
1789007547,704,28.04
1789007845,710,27.94
1789008142,744,27.94
1789008440,746,28.14
1789008738,739,27.94
1789009036,716,27.94
1789009334,716,27.62
1789009632,712,27.73
1789009929,734,27.73
1789010227,737,27.62
1789010525,740,27.83
1789010823,712,27.73
1789011121,715,27.73
1789011419,712,27.62
1789011717,703,27.62
1789012015,713,27.73
1789012313,746,27.73
1789012612,703,27.21
1789012910,713,27.52
1789013208,714,27.73
1789013506,721,27.62
1789013804,699,27.31
1789014102,728,27.73
1789014401,711,27.21
1789014699,743,27.21
1789014997,755,27.41
1789015295,713,27.31
1789015593,718,27.52
1789015892,694,27.31
1789016190,727,27.73
1789016489,746,27.52
1789016787,737,27.62
1789017086,697,27.41
1789017384,707,27.52
1789017683,756,27.41
1789017982,693,27.41
1789018280,711,27.11
1789018579,712,27.31
1789018878,713,27.11
1789019176,740,27.52
1789019475,723,27.21
1789019774,719,26.90
1789020073,703,27.11
1789020372,722,27.21
1789020671,699,27.00
1789020969,737,27.21
1789021268,735,27.62
1789021567,702,26.90
1789021866,742,27.21
1789022165,715,27.11
1789022464,742,27.11
1789022763,732,27.00
1789023063,719,27.11
1789023362,703,27.31
1789023661,714,27.21
1789023960,711,27.31
1789024259,699,27.31
1789024558,723,27.21
1789024858,717,26.49
1789025157,712,27.00
1789025457,712,27.11
1789025756,701,27.00
1789026056,705,26.90
1789026355,758,26.70
1789026655,747,26.70
1789026954,723,27.00
1789027254,734,26.90
1789027554,718,26.80
1789027853,728,26.80
1789028153,697,26.80
1789028453,757,26.70
1789028753,721,26.59
1789029053,742,26.38
1789029353,736,26.38
1789029653,748,26.80
1789029953,753,26.70
1789030253,725,26.70
1789030553,754,26.49
1789030853,750,26.28
1789031153,744,26.59
1789031453,734,26.80
1789031753,752,26.90
1789032054,699,26.17
1789032354,692,26.49
1789032654,720,26.49
1789032955,708,26.38
1789033255,761,26.70
1789033555,698,26.17
1789033856,761,26.59
1789034156,698,26.59
1789034457,708,26.38
1789034757,696,26.08
1789035058,731,26.28
1789035358,691,26.38
1789035659,719,25.98
1789035959,689,26.28
1789036260,713,25.98
1789036561,756,26.28
1789036862,752,26.08
1789037162,729,26.49
1789037463,719,26.38
1789037763,711,26.49
1789038063,726,26.70
1789038363,700,26.70
1789038663,715,26.70
1789038963,707,27.11
1789039263,691,26.59
1789039563,754,27.11
1789039862,700,26.90
1789040162,714,26.49
1789040461,718,26.49
1789040761,713,27.00
1789041061,738,26.80
1789041604,750,26.80
1789041904,706,26.70
1789042205,712,26.70
1789042505,732,26.38
1789042805,747,26.80
1789043106,710,26.49
1789043407,757,26.59
1789043707,691,26.59
1789044008,691,26.28
1789044309,730,26.17
1789044610,698,26.28
1789044910,721,26.28
1789045211,716,26.59
1789045512,723,26.28
1789045813,696,26.80
1789046114,718,26.70
1789046415,723,26.38
1789046715,691,26.70
1789047016,732,26.70
1789047317,705,25.77
1789047618,723,26.38
1789047918,737,26.38
1789048219,723,27.11
1789048520,733,26.59
1789048820,736,26.17
1789049121,709,26.70
1789049421,749,26.80
1789049722,713,26.90
1789050023,714,26.80
1789050323,754,26.08
1789050624,735,26.90
1789050925,750,26.70
1789051226,713,27.11
1789051526,696,26.49
1789051827,717,26.70
1789052128,753,26.59
1789052428,710,26.90
1789052729,697,27.11
1789053029,698,26.59
1789053329,737,26.70
1789053630,721,26.90
1789053930,739,26.59
1789054230,709,27.11
1789054530,708,27.11
1789054830,702,27.31
1789055130,697,27.21
1789055429,737,27.11
1789055729,695,27.11
1789056028,711,27.11
1789056328,729,27.41
1789056627,716,27.31
1789056927,746,27.21
1789057226,739,27.41
1789057525,712,27.31
1789057825,698,27.62
1789058124,707,27.41
1789058423,750,27.62
1789058722,697,27.73
1789059021,751,27.31
1789059320,712,27.73
1789059619,706,27.73
1789059918,735,27.62
1789060217,691,27.41
1789060516,697,27.52
1789060815,688,27.73
1789061113,710,27.83
1789061412,710,27.83
1789061711,754,27.73
1789062009,699,28.04
1789062308,708,27.62
1789062606,697,27.62
1789062905,705,27.41
1789063203,700,28.04
1789063501,710,28.04
1789063799,728,27.94
1789064098,752,28.35
1789064396,709,28.14
1789064694,709,28.14
1789064992,750,28.04
1789065291,708,28.24
1789065589,701,28.14
1789065887,694,27.73
1789066185,709,28.14
1789066483,717,28.24
1789066781,695,28.35
1789067079,703,28.14
1789067377,732,28.24
1789067675,698,28.04
1789067973,739,28.35
1789068271,747,28.04
1789068569,699,28.24
1789068867,695,28.35
1789069165,711,28.14
1789069463,697,28.35
1789069761,761,28.24
1789070058,718,28.04
1789070356,715,28.24
1789070653,716,28.35
1789070951,691,28.45
1789071249,752,28.55
1789071546,712,28.35
1789071844,693,28.35
1789072141,691,28.45
1789072439,713,28.45
1789072736,701,28.86
1789073034,700,28.35
1789073331,701,28.65
1789073628,695,28.55
1789073926,719,28.86
1789074223,726,28.86
1789074520,717,28.76
1789074817,696,28.35
1789075115,728,27.73
1789075413,719,27.41
1789075713,699,27.00
1789076012,768,27.00
1789076313,789,26.08
1789076614,838,25.66
1789076915,882,25.04
1789077218,854,24.63
1789077520,859,24.32
1789077824,888,24.42
1789078127,875,23.91
1789078431,885,23.70
1789078735,862,23.50
1789079040,845,22.98
1789079345,848,23.29
1789079649,882,23.50
1789079952,903,23.70
1789080256,875,23.50
1789080559,881,23.60
1789080862,879,23.81
1789081165,868,24.01
1789081467,872,24.01
1789081770,880,23.81
1789082072,845,23.60
1789082375,869,23.81
1789082677,907,23.81
1789082980,852,23.81
1789083282,844,23.50
1789083585,896,24.22
1789083887,852,24.11
1789084190,869,24.01
1789084492,834,24.11
1789084794,905,23.60
1789085096,846,23.70
1789085399,863,23.91
1789085701,919,24.01
1789086003,896,24.11
1789086305,876,24.11
1789086607,905,24.01
1789086909,904,24.11
1789087212,884,23.91
1789087514,872,24.11
1789087816,843,24.22
1789088118,901,24.01
1789088420,869,24.11
1789088722,878,24.01
1789089024,898,24.11
1789089326,887,24.01
1789089628,855,24.01
1789089931,868,24.11
1789090233,841,24.11
1789090535,892,24.01
1789090837,847,24.11
1789091140,845,24.01
1789091442,886,24.22
1789091744,853,24.01
1789092047,867,24.11
1789092349,851,24.01
1789092651,874,24.32
1789092953,879,24.42
1789093255,917,24.22
1789093557,865,24.01
1789093860,907,24.11
1789094162,871,24.11
1789094464,897,24.22
1789094766,842,24.32
1789095069,856,24.32
1789095371,895,24.22
1789095673,849,24.22
1789095975,848,24.11
1789096277,838,24.11
1789096580,862,24.22
1789096882,848,24.01
1789097184,877,24.42
1789097486,883,24.01
1789097788,882,24.32
1789098091,847,24.32
1789098393,897,24.22
1789098695,857,24.22
1789098997,836,24.42
1789099300,851,24.32
1789099602,879,24.32
1789099904,845,23.81
1789100207,887,24.01
1789100509,847,24.11
1789100811,853,24.01
1789101114,867,23.81
1789101416,843,24.42
1789101718,852,24.11
1789102021,879,24.32
1789102323,868,24.22
1789102626,888,23.70
1789102929,909,24.11
1789103231,877,24.01
1789103534,877,23.91
1789103837,834,23.91
1789104140,841,23.91
1789104442,877,24.32
1789104745,900,23.91
1789105048,849,24.01
1789105351,873,23.91
1789105654,907,23.50
1789105957,886,23.91
1789106260,876,24.01
1789106563,861,23.91
1789106866,841,24.01
1789107169,910,23.81
1789107472,881,24.11
1789107775,891,24.11
1789108079,848,23.70
1789108382,848,23.81
1789108685,865,23.40
1789108988,841,23.70
1789109292,882,23.60
1789109595,862,24.11
1789109898,837,23.60
1789110202,845,23.81
1789110505,822,23.91
1789110809,858,23.60
1789111112,886,23.40
1789111416,847,23.60
1789111720,874,23.70
1789112024,828,23.50
1789112327,830,23.40
1789112631,835,23.60
1789112935,828,23.60
1789113239,830,23.50
1789113543,802,23.70
1789113847,801,23.70
1789114151,812,23.40
1789114455,777,23.70
1789114759,782,23.60
1789115063,782,23.50
1789115368,812,23.29
1789115672,764,23.60
1789115976,790,23.60
1789116281,799,23.40
1789116585,777,23.40
1789116890,778,23.60
1789117194,762,23.50
1789117499,749,23.29
1789117803,778,23.18
1789118108,791,23.18
1789118413,775,23.29
1789118718,747,23.18
1789119022,762,23.29
1789119327,742,22.98
1789119632,748,23.81
1789119937,744,23.18
1789120242,798,23.08
1789120547,797,23.29
1789120852,759,22.88
1789121157,746,22.88
1789121462,751,23.18
1789121767,744,23.08
1789122073,765,22.88
1789122378,806,22.98
1789122683,750,23.18
1789122988,756,23.08
1789123293,755,22.67
1789123599,780,23.08
1789123904,768,23.08
1789124209,755,23.29
1789124514,797,23.08
1789124819,760,22.78
1789125124,747,22.88
1789125429,759,23.18
1789125733,751,23.50
1789126038,783,23.18
1789126342,784,22.98
1789126646,761,23.29
1789126950,809,23.40
1789127255,745,23.40
1789127559,758,23.29
1789127863,746,23.08
1789128167,744,23.60
1789128020,784,23.18
1789128320,757,23.18
1789128621,763,23.50
1789128921,815,23.18
1789129222,771,23.18
1789129523,754,23.08
1789129824,759,23.18
1789130125,751,22.98
1789130426,750,23.18
1789130727,755,23.40
1789131028,773,22.88
1789131330,754,22.98
1789131631,797,22.98
1789131933,746,23.08
1789132234,765,22.78
1789132536,749,22.78
1789132837,759,22.98
1789133139,767,22.78
1789133440,741,22.98
1789133742,754,22.98
1789134043,780,23.18
1789134344,772,23.18
1789134645,796,23.29
1789134946,802,22.88
1789135247,754,23.08
1789135549,743,22.78
1789135850,805,23.08
1789136151,785,22.98
1789136452,771,22.78
1789136754,756,23.29
1789137055,773,22.78
1789137356,808,23.08
1789137657,813,22.98
1789137958,748,22.88
1789138260,791,22.98
1789138561,780,22.98
1789138862,801,22.98
1789139163,754,23.08
1789139464,758,23.29
1789139765,798,23.18
1789140066,802,23.18
1789140367,763,22.98
1789140668,795,23.40
1789140969,746,22.98
1789141269,791,22.88
1789141570,738,23.18
1789141871,746,23.18
1789142171,756,23.08
1789142472,777,23.29
1789142772,766,23.60
1789143072,743,23.60
1789143372,756,23.60
1789143672,762,24.01
1789143972,744,23.81
1789144272,756,24.01
1789144571,770,24.11
1789144871,753,24.01
1789145170,783,24.22
1789145469,804,24.32
1789145767,750,24.42
1789146066,757,24.63
1789146365,756,24.74
1789146663,799,24.63
1789146962,803,24.63
1789147260,799,25.04
1789147558,749,24.74
1789147856,751,24.94
1789148154,754,24.94
1789148451,767,25.15
1789148748,741,25.25
1789149046,740,25.15
1789149343,765,25.46
1789149640,760,25.15
1789149937,757,25.56
1789150233,786,25.35
1789150530,742,25.25
1789150826,744,25.66
1789151122,742,25.66
1789151418,756,25.56
1789151714,743,25.87
1789152010,757,25.87
1789152305,772,25.77
1789152601,802,25.66
1789152896,762,26.17
1789153191,783,26.49
1789153485,743,26.80
1789153780,762,26.59
1789154074,745,26.70
1789154368,754,26.70
1789154662,788,26.59
1789154956,773,26.80
1789155249,764,26.90
1789155542,762,27.21
1789155836,816,27.11
1789156129,785,26.70
1789156422,792,26.80
1789156716,741,25.77
1789157011,753,25.04
1789157306,738,24.53
1789157602,760,24.63
1789157899,769,24.32
1789158196,743,24.11
1789158493,772,23.70
1789158791,773,23.81
1789159089,768,23.60
1789159387,764,23.50
1789159686,783,23.08
1789159985,765,22.88
1789160283,765,22.98
1789160583,773,22.67
1789160882,750,22.78
1789161181,780,22.78
1789161480,778,23.08
1789161778,758,23.40
1789162076,757,23.91
1789162373,766,24.01
1789162670,766,24.22
1789162967,752,24.22
1789163263,753,24.11
1789163559,738,24.74
1789163855,739,24.53
1789164151,800,24.74
1789164447,747,24.74
1789164743,758,24.94
1789165038,773,25.25
1789165333,742,25.15
1789165629,760,25.46
1789165924,756,25.56
1789166219,797,25.04
1789166514,793,25.87
1789166809,748,25.04
1789167104,756,25.35
1789167398,748,25.66
1789167693,754,25.66
1789167988,758,25.66
1789168282,764,25.66
1789168577,805,25.46
1789168871,752,25.56
1789169166,771,25.66
1789169461,741,26.08
1789169755,806,25.87
1789170050,770,26.08
1789170344,741,25.66
1789170639,751,26.08
1789170933,757,25.77
1789171228,756,25.98
1789171522,743,26.38
1789171816,783,25.77
1789172111,774,26.08
1789172405,810,26.08
1789172700,754,26.08
1789172994,770,25.46
1789173289,742,25.77
1789173583,796,26.28
1789173878,766,26.28
1789174172,766,25.77
1789174467,769,26.17
1789174762,762,25.87
1789175056,767,26.17
1789175351,759,25.87
1789175645,742,25.98
1789175940,769,26.38
1789176234,790,26.17
1789176529,754,26.17
1789176824,748,26.08
1789177118,738,25.87
1789177413,760,26.17
1789177707,804,26.17
1789178002,752,26.28
1789178297,772,25.98
1789178591,746,26.28
1789178886,761,25.87
1789179181,739,26.08
1789179475,754,26.08
1789179770,798,25.66
1789180065,776,26.08
1789180360,801,25.77
1789180654,807,25.98
1789180949,763,25.66
1789181244,762,25.56
1789181539,793,25.77
1789181834,785,25.87
1789182130,747,25.77
1789182425,773,25.77
1789182720,795,25.56
1789183015,759,25.56
1789183311,746,25.15
1789183607,764,25.15
1789183902,746,25.66
1789184198,762,25.15
1789184494,759,25.15
1789184790,764,25.56
1789185086,769,25.25
1789185382,754,24.84
1789185678,787,25.15
1789185975,773,25.04
1789186271,753,24.84
1789186567,765,25.15
1789186863,751,24.74
1789187160,748,24.94
1789187456,753,24.94
1789187753,749,24.84
1789188050,761,24.74
1789188346,801,24.84
1789188643,754,24.74
1789188939,746,24.42
1789189236,754,25.15
1789189533,754,24.74
1789189829,779,24.74
1789190126,768,24.84
1789190423,756,25.15
1789190720,752,24.74
1789191017,796,24.94
1789191313,789,24.94
1789191610,774,24.74
1789191908,754,24.74
1789192205,755,24.53
1789192502,770,24.74
1789192799,801,24.84
1789193096,764,24.42
1789193393,775,24.94
1789193690,763,24.53
1789193987,764,24.84
1789194285,754,24.42
1789194582,751,24.63
1789194879,769,24.53
1789195177,763,24.42
1789195474,772,24.74
1789195771,764,24.63
1789196069,752,24.42
1789196366,761,24.53
1789196664,767,24.53
1789196961,786,24.63
1789197259,764,24.53
1789197556,768,24.74
1789197854,787,24.53
1789198151,741,24.11
1789198449,806,24.42
1789198747,806,24.53
1789199044,759,24.53
1789199342,799,24.42
1789199640,787,24.63
1789199938,761,24.63
1789200236,804,24.42
1789200533,798,24.53
1789200831,762,24.42
1789201129,765,24.01
1789201427,739,24.22
1789201725,751,24.42
1789202023,786,24.32
1789202321,739,24.32
1789202619,761,24.22
1789202917,802,24.01
1789203215,749,24.11
1789203513,745,24.42
1789203811,747,24.22
1789204109,759,24.11
1789204407,793,24.42
1789204705,752,24.42
1789205003,764,24.32
1789205301,761,24.01
1789205599,762,24.42
1789205898,754,24.32
1789206196,757,24.22
1789206494,761,24.22
1789206793,750,24.22
1789207091,792,24.22
1789207389,772,23.91
1789207688,768,23.91
1789207987,752,24.32
1789208285,751,23.91
1789208584,738,24.22
1789208882,780,24.32
1789209181,786,23.81
1789209479,783,24.22
1789209778,768,24.01
1789210076,746,24.22
1789210375,753,24.11
1789210674,761,24.32
1789210972,793,24.11
1789211271,774,24.11
1789211569,796,23.81
1789211868,746,24.32
1789212166,745,24.11
1789212465,753,24.32
1789212763,757,24.63
1789213061,766,23.91
1789213360,749,24.11
1789214438,743,24.32
1789214738,742,24.42
1789215038,756,24.22
1789215339,773,24.22
1789215639,756,24.32
1789215939,751,24.22
1789216239,802,24.11
1789216539,742,24.42
1789216839,746,24.63
1789217139,762,24.01
1789217439,745,24.53
1789217739,778,24.42
1789218039,773,24.32
1789218338,741,24.42
1789218638,766,24.94
1789218937,749,24.42
1789219236,741,24.11
1789219535,756,24.32
1789219834,755,24.53
1789220133,744,24.84
1789220432,754,24.32
1789220731,757,24.22
1789221030,786,24.42
1789221329,745,24.32
1789221629,743,24.32
1789221928,808,24.53
1789222227,764,24.42
1789222527,747,24.22
1789222826,767,24.22
1789223125,744,24.42
1789223425,770,24.11
1789223724,778,24.53
1789224023,749,24.53
1789224323,783,24.42
1789224622,771,24.42
1789224922,773,24.84
1789225221,766,24.63
1789225520,763,24.63
1789225820,790,24.42
1789226119,745,24.74
1789226419,751,24.22
1789226718,810,24.84
1789227017,756,24.63
1789227317,770,24.84
1789227616,756,24.53
1789227915,746,24.63
1789228215,776,24.42
1789228514,808,24.11
1789228813,763,24.53
1789229112,771,24.42
1789229411,768,24.74
1789229711,796,25.04
1789230010,741,24.63
1789230309,790,24.84
1789230608,751,25.04
1789230907,781,24.84
1789231206,769,24.84
1789231505,792,24.94
1789231804,744,24.74
1789232103,767,24.63
1789232402,779,24.63
1789232701,811,24.74
1789232999,736,24.42
1789233298,741,25.04
1789233597,747,24.32
1789233896,750,24.74
1789234195,753,25.04
1789234494,755,24.94
1789234792,758,25.04
1789235091,786,25.04
1789235390,783,24.94
1789235689,744,25.04
1789235987,767,24.94
1789236286,746,24.84
1789236584,742,24.94
1789236883,748,25.04
1789237181,744,25.25
1789237480,741,24.84
1789237778,758,25.15
1789238076,784,25.46
1789238374,807,25.56
1789238673,747,25.04
1789238971,757,25.56
1789239269,744,25.25
1789239566,771,25.46
1789239864,808,25.46
1789240162,744,25.56
1789240460,754,25.98
1789240758,811,25.66
1789241055,756,25.25
1789241353,747,25.87
1789241650,757,26.08
1789241947,755,26.17
1789242244,776,26.08
1789242541,763,26.08
1789242838,737,26.28
1789243135,761,26.08
1789243431,743,26.59
1789243728,750,26.70
1789244024,741,26.80
1789244320,757,26.59
1789244616,771,26.70
1789244912,745,26.38
1789245208,762,26.90
1789245504,749,27.21
1789245799,770,27.00
1789246094,759,27.21
1789246390,774,27.21
1789246685,749,27.00
1789246980,792,26.70
1789247275,772,27.31
1789247571,746,27.21
1789247866,744,27.11
1789248161,799,27.11
1789248456,760,27.00
1789248751,777,27.41
1789249045,740,27.31
1789249340,804,27.21
1789249635,805,27.00
1789249930,807,27.11
1789250224,748,27.52
1789250519,778,27.62
1789250813,802,27.52
1789251108,806,27.41
1789251402,760,27.52
1789251696,741,27.73
1789251991,793,27.94
1789252285,768,27.62
1789252579,787,27.52
1789252874,757,27.62
1789253168,782,27.52
1789253462,749,27.41
1789253756,752,28.04
1789254050,745,27.83
1789254344,754,27.73
1789254638,776,27.73
1789254933,762,27.73
1789255227,800,28.14
1789255521,758,27.41
1789255815,759,27.52
1789256110,743,27.41
1789256404,755,27.41
1789256698,739,27.52
1789256993,801,27.41
1789257287,789,27.62
1789257581,806,27.83
1789257876,745,27.62
1789258170,799,27.52
1789258464,806,27.62
1789258759,756,27.62
1789259053,776,27.73
1789259348,802,27.52
1789259642,753,27.41
1789259937,739,27.62
1789260232,797,27.62
1789260527,755,27.83
1789260821,748,27.31
1789261116,743,27.52
1789261411,755,27.73
1789261706,793,27.31
1789262001,756,27.52
1789262296,755,27.31
1789262591,755,27.62
1789262886,742,27.52
1789263181,742,27.11
1789263477,771,27.31
1789263772,768,27.52
1789264067,800,27.41
1789264362,755,27.62
1789264657,754,27.21
1789264952,741,27.62
1789265248,776,27.31
1789265543,754,27.41
1789265838,794,27.52
1789266133,745,27.21
1789266428,773,27.62
1789266723,806,27.73
1789267018,754,27.62
1789267313,760,27.73
1789267608,796,27.41
1789267903,772,27.73
1789268199,807,27.73
1789268494,759,27.52
1789268789,790,27.62
1789269084,793,27.73
1789269379,794,27.52
1789269675,769,27.31
1789269970,763,27.73
1789270265,770,27.94
1789270561,762,27.41
1789270856,743,27.52
1789271151,768,27.62
1789271447,791,27.62
1789271742,744,27.31
1789272038,742,27.62
1789272333,754,27.31
1789272629,755,27.41
1789272924,797,27.73
1789273220,757,27.73
1789273515,799,27.21
1789273811,772,27.83
1789274107,767,27.52
1789274402,804,27.52
1789274698,755,27.00
1789274994,754,27.31
1789275289,764,27.41
1789275585,760,27.31
1789275881,768,27.31
1789276177,741,27.00
1789276473,763,27.21
1789276769,754,27.41
1789277065,756,27.31
1789277361,764,27.62
1789277657,740,27.41
1789277953,738,27.41
1789278250,797,27.52
1789278546,742,27.11
1789278842,745,27.41
1789279138,796,27.11
1789279435,753,27.31
1789279731,798,27.94
1789280027,766,27.41
1789280324,768,27.21
1789280620,753,27.11
1789280916,759,27.00
1789281213,747,27.11
1789281509,760,27.00
1789281806,752,26.90
1789282102,745,26.90
1789282399,752,27.00
1789282696,747,27.21
1789282993,785,27.31
1789283289,762,26.80
1789283586,766,26.90
1789283883,741,27.00
1789284180,746,26.90
1789284476,756,26.90
1789284773,753,27.21
1789285070,802,27.11
1789285367,795,26.90
1789285664,756,26.80
1789285961,788,26.90
1789286258,738,26.59
1789286555,773,26.90
1789286852,741,27.00
1789287150,763,26.80
1789287447,741,26.80
1789287744,741,27.00
1789288041,743,26.70
1789288339,754,26.59
1789288636,751,26.70
1789288933,749,26.38
1789289231,770,26.49
1789289528,742,26.70
1789289825,757,26.08
1789290123,753,26.90
1789290420,761,26.80
1789290718,799,26.49
1789291015,738,26.59
1789291313,762,27.00
1789291611,744,26.80
1789291908,760,26.59
1789292206,762,26.70
1789292504,812,26.38
1789292801,743,26.49
1789293099,756,25.98
1789293397,745,26.59
1789293695,756,26.28
1789293993,757,26.38
1789294291,739,25.87
1789294589,763,26.08
1789294887,803,26.80
1789295185,809,26.17
1789295483,806,26.38
1789295781,754,26.70
1789296079,771,26.08
1789296377,767,26.17
1789296675,754,26.28
1789296973,795,26.08
1789297271,765,26.28
1789297569,743,26.08
1789297867,784,26.38
1789298165,772,26.38
1789298463,766,25.77
1789298761,738,26.08
1789299059,738,26.49
1789299358,743,26.08
1789299656,738,25.87
1789300855,802,26.49
1789301155,735,26.08
1789301455,794,26.17
1789301755,750,26.08
1789302055,790,26.28
1789302355,788,25.98
1789302655,739,25.98
1789302956,741,25.98
1789303256,779,26.17
1789303556,806,26.28
1789303856,783,25.77
1789304157,737,25.98
1789304457,739,25.98
1789304757,752,26.08
1789305057,775,26.08
1789305357,755,26.38
1789305657,759,26.59
1789305957,764,26.38
1789306257,755,26.49
1789306557,780,26.17
1789306857,738,26.28
1789307157,763,26.17
1789307457,793,26.17
1789307757,795,26.17
1789308057,749,26.38
1789308357,801,26.38
1789308657,737,26.28
1789308957,750,26.17
1789309257,729,26.59
1789309557,732,26.59
1789309857,754,26.38
1789310157,745,26.49
1789310457,787,26.38
1789310757,798,26.59
1789311057,736,26.49
1789311356,749,26.59
1789311656,754,26.59
1789311956,757,26.70
1789312256,738,26.90
1789312555,795,26.38
1789312855,735,26.80
1789313155,735,26.70
1789313454,743,26.80
1789313754,784,26.70
1789314054,745,26.59
1789314353,742,26.80
1789314653,793,27.21
1789314952,792,26.80
1789315252,745,26.70
1789315551,753,26.80
1789315850,738,26.90
1789316150,773,27.11
1789316449,748,27.11
1789316748,747,27.21
1789317047,738,27.00
1789317346,771,27.52
1789317645,795,27.11
1789317944,766,27.73
1789318243,744,27.52
1789318541,736,27.52
1789318840,748,27.31
1789319138,754,27.83
1789319436,758,28.04
1789319734,737,28.14
1789320032,733,27.73
1789320330,735,27.83
1789320628,755,27.83
1789320925,777,28.04
1789321223,748,28.24
1789321520,770,28.14
1789321817,763,28.45
1789322114,756,28.35
1789322411,780,28.24
1789322708,737,28.24
1789323005,745,28.35
1789323302,793,28.65
1789323598,772,28.55
1789323895,759,28.65
1789324191,764,28.86
1789324487,756,28.76
1789324783,735,28.65
1789325079,775,28.65
1789325375,756,28.97
1789325671,785,28.76
1789325967,726,28.86
1789326262,788,28.86
1789326558,767,28.97
1789326853,758,29.07
1789327149,733,29.07
1789327444,771,28.86
1789327740,787,28.97
1789328035,770,29.27
1789328330,745,29.07
1789328625,736,29.48
1789328920,736,29.69
1789329215,756,29.48
1789329510,749,29.07
1789329805,750,29.17
1789330100,749,29.07
